Image Pair,RGB Score,Thermal Score
FLIR_01850,0.7,0.7
FLIR_01851,0.8,0.8
FLIR_01852,0.7,0.4
FLIR_01853,0.7,0.6
FLIR_01854,0.8,0.6
FLIR_01855,0.7,0.6
FLIR_01856,0.7,0.3
FLIR_01857,0.9,0.6
FLIR_01858,0.7,0.5
FLIR_01859,0.6,0.2
FLIR_01860,0.3,0.2
FLIR_01861,0.4,0.5
FLIR_01862,0.5,0.8
FLIR_01863,0.8,0.3
FLIR_01864,0.8,0.6
FLIR_01867,0.4,0.5
FLIR_01866,0.7,0.6
FLIR_01868,0.7,0.6
FLIR_01870,0.6,0.3
FLIR_01872,0.6,0.3
FLIR_01873,0.8,0.6
FLIR_01871,0.3,0.3
FLIR_01874,0.8,0.3
FLIR_01875,0.7,0.9
FLIR_01877,0.6,0.3
FLIR_01878,0.7,0.3
FLIR_01880,0.6,0.2
FLIR_01879,0.9,0.3
FLIR_01881,0.6,0.3
FLIR_01882,0.6,0.3
FLIR_01883,0.9,0.2
FLIR_01884,0.7,0.3
FLIR_01890,0.5,0.3
FLIR_01888,0.7,0.3
FLIR_01887,0.7,0.3
FLIR_01893,0.8,0.3
FLIR_01889,0.8,0.3
FLIR_01892,0.5,0.2
FLIR_01891,0.7,0.2
FLIR_01895,0.5,0.2
FLIR_01894,0.8,0.3
FLIR_01896,0.6,0.3
FLIR_01903,0.5,0.5
FLIR_01902,0.4,0.5
FLIR_01904,0.5,0.8
FLIR_01906,0.3,0.8
FLIR_01901,0.7,0.3
FLIR_01897,0.4,0.4
FLIR_01909,0.7,0.3
FLIR_01907,0.7,0.7
FLIR_01915,0.9,0.6
FLIR_01905,0.5,0.6
FLIR_01908,0.6,0.9
FLIR_01917,0.8,0.8
FLIR_01916,0.7,0.3
FLIR_01921,0.9,0.7
FLIR_01922,0.7,0.4
FLIR_01924,0.7,0.5
FLIR_01923,0.3,0.5
FLIR_01927,0.6,0.4
FLIR_01925,0.9,0.3
FLIR_01926,0.8,0.3
FLIR_01929,0.4,0.3
FLIR_01928,0.6,0.4
FLIR_01932,0.6,0.3
FLIR_01931,0.6,0.3
FLIR_01930,0.6,0.3
FLIR_01934,0.8,0.2
FLIR_01933,0.8,0.3
FLIR_01937,0.8,0.2
FLIR_01936,0.8,0.8
FLIR_01939,0.7,0.7
FLIR_01935,0.5,0.3
FLIR_01938,0.7,0.5
FLIR_01940,0.7,0.5
FLIR_01942,0.7,0.4
FLIR_01944,0.6,0.4
FLIR_01941,0.7,0.4
FLIR_01945,0.6,0.3
FLIR_01943,0.7,0.4
FLIR_01946,0.8,0.2
FLIR_01948,0.6,0.2
FLIR_01949,0.6,0.2
FLIR_01951,0.6,0.3
FLIR_01947,0.8,0.2
FLIR_01952,0.5,0.2
FLIR_01950,0.5,0.3
FLIR_01953,0.8,0.2
FLIR_01954,0.8,0.3
FLIR_01957,0.9,0.8
FLIR_01955,0.7,0.3
FLIR_01958,0.9,0.6
FLIR_01956,0.7,0.8
FLIR_01959,0.7,0.3
FLIR_01960,0.4,0.2
FLIR_01961,0.9,0.2
FLIR_01963,0.7,0.2
FLIR_01964,0.7,0.3
FLIR_01965,0.8,0.8
FLIR_01962,0.5,0.2
FLIR_01966,0.7,0.5
FLIR_01967,0.7,0.8
FLIR_01968,0.7,0.8
FLIR_01970,0.4,0.3
FLIR_01971,0.7,0.2
FLIR_01972,0.9,0.3
FLIR_01969,0.9,0.2
FLIR_01973,0.9,0.8
FLIR_01974,0.7,0.4
FLIR_01980,0.7,0.4
FLIR_01983,0.7,0.3
FLIR_01984,0.6,0.3
FLIR_01985,0.7,0.3
FLIR_01981,0.7,0.8
FLIR_01986,0.7,0.3
FLIR_01987,0.6,0.5
FLIR_01988,0.7,0.3
FLIR_01990,0.7,0.3
FLIR_01989,0.9,0.3
FLIR_01992,0.8,0.7
FLIR_01991,0.6,0.6
FLIR_01993,0.8,0.4
FLIR_01996,0.7,0.3
FLIR_01995,0.5,0.4
FLIR_01994,0.5,0.3
FLIR_01997,Error,0.4
FLIR_01998,0.7,0.3
FLIR_01999,0.6,0.3
FLIR_02000,0.7,0.6
FLIR_02007,0.7,0.3
FLIR_02008,0.8,0.3
FLIR_02010,0.5,0.8
FLIR_02013,0.8,0.2
FLIR_02009,0.9,0.8
FLIR_02014,0.7,0.3
FLIR_02015,0.7,0.3
FLIR_02017,0.7,0.3
FLIR_02018,0.9,0.2
FLIR_02016,0.9,0.8
FLIR_02019,0.9,0.3
FLIR_02020,0.7,0.3
FLIR_02021,0.7,0.4
FLIR_02023,0.7,0.3
FLIR_02025,0.6,0.3
FLIR_02026,0.7,0.3
FLIR_02022,0.9,0.3
FLIR_02028,0.7,0.3
FLIR_02031,0.6,0.3
FLIR_02029,0.7,0.3
FLIR_02030,0.7,0.3
FLIR_02033,0.9,0.3
FLIR_02032,0.6,0.3
FLIR_02037,0.6,0.5
FLIR_02038,0.7,0.4
FLIR_02036,0.7,0.3
FLIR_02040,0.4,0.3
FLIR_02041,0.8,0.5
FLIR_02039,0.7,0.5
FLIR_02043,1.0,0.2
FLIR_02044,0.9,0.2
FLIR_02045,0.7,0.2
FLIR_02042,0.7,0.3
FLIR_02046,0.9,0.2
FLIR_02047,0.7,0.3
FLIR_02048,0.7,0.6
FLIR_02050,0.3,0.6
FLIR_02051,0.4,0.4
FLIR_02052,0.7,0.3
FLIR_02049,0.7,0.8
FLIR_02053,0.7,0.3
FLIR_02054,0.7,0.2
FLIR_02055,0.7,0.2
FLIR_02057,0.7,0.2
FLIR_02058,0.9,0.5
FLIR_02056,0.8,0.2
FLIR_02059,0.7,0.5
FLIR_02062,0.7,0.3
FLIR_02067,0.7,0.5
FLIR_02068,0.7,0.8
FLIR_02069,0.8,0.8
FLIR_02072,0.7,0.3
FLIR_02070,0.9,0.5
FLIR_02071,0.7,0.3
FLIR_02074,0.4,0.3
FLIR_02073,0.4,0.8
FLIR_02079,0.8,0.8
FLIR_02078,0.9,0.3
FLIR_02076,0.8,0.3
FLIR_02077,0.7,0.3
FLIR_02081,0.5,0.4
FLIR_02080,0.7,0.6
FLIR_02083,0.7,0.3
FLIR_02085,0.7,0.6
FLIR_02084,0.7,0.4
FLIR_02082,0.7,0.3
FLIR_02089,0.7,0.3
FLIR_02092,0.8,0.5
FLIR_02099,0.8,0.5
FLIR_02101,0.7,0.5
FLIR_02103,0.7,0.3
FLIR_02102,0.8,0.6
FLIR_02105,0.7,0.6
FLIR_02107,0.7,0.3
FLIR_02108,0.7,0.5
FLIR_02106,0.7,0.3
FLIR_02109,0.7,0.3
FLIR_02110,0.6,0.4
FLIR_02112,0.4,0.6
FLIR_02113,0.4,0.3
FLIR_02111,0.8,0.3
FLIR_02114,0.7,0.4
FLIR_02115,0.8,0.6
FLIR_02118,0.8,0.5
FLIR_02117,0.7,0.5
FLIR_02116,0.9,0.2
FLIR_02119,0.4,0.3
FLIR_02120,0.8,0.4
FLIR_02104,0.6,0.3
FLIR_02122,0.4,0.6
FLIR_02121,0.4,0.4
FLIR_02124,0.7,0.8
FLIR_02125,0.4,0.3
FLIR_02123,0.9,0.3
FLIR_02127,0.3,0.5
FLIR_02128,0.3,0.5
FLIR_02129,0.4,0.3
FLIR_02126,0.6,0.5
FLIR_02131,0.6,0.2
FLIR_02132,0.7,0.5
FLIR_02130,0.7,0.3
FLIR_02136,0.5,0.4
FLIR_02135,0.8,0.8
FLIR_02137,0.6,0.4
FLIR_02133,0.6,0.8
FLIR_02138,0.9,0.6
FLIR_02134,0.6,0.4
FLIR_02139,0.4,0.4
FLIR_02141,0.9,0.3
FLIR_02143,0.7,0.3
FLIR_02142,0.9,0.3
FLIR_02144,1.0,0.5
FLIR_02140,0.9,0.3
FLIR_02147,0.9,0.3
FLIR_02145,0.3,0.3
FLIR_02146,1.0,0.8
FLIR_02150,0.8,0.3
FLIR_02154,0.8,0.7
FLIR_02155,0.8,0.6
FLIR_02151,0.7,0.6
FLIR_02157,0.5,0.3
FLIR_02159,0.6,0.3
FLIR_02158,0.5,0.3
FLIR_02156,0.8,0.3
FLIR_02160,0.5,0.8
FLIR_02161,0.4,0.3
FLIR_02164,0.5,0.6
FLIR_02163,0.4,0.3
FLIR_02165,0.7,0.6
FLIR_02167,0.7,0.5
FLIR_02168,0.7,0.3
FLIR_02162,0.7,0.8
FLIR_02166,0.7,0.5
FLIR_02172,0.8,0.2
FLIR_02170,0.7,0.2
FLIR_02171,0.7,0.2
FLIR_02174,0.6,0.6
FLIR_02175,0.6,0.7
FLIR_02173,0.8,0.3
FLIR_02178,0.7,0.8
FLIR_02169,0.7,0.3
FLIR_02177,0.7,0.7
FLIR_02176,0.6,0.6
FLIR_02180,0.7,0.6
FLIR_02181,0.7,0.8
FLIR_02183,0.7,0.3
FLIR_02184,0.4,0.3
FLIR_02185,0.4,0.5
FLIR_02186,0.7,0.3
FLIR_02187,0.4,0.3
FLIR_02188,0.5,0.3
FLIR_02189,0.6,0.2
FLIR_02190,0.7,0.2
FLIR_02191,0.6,0.2
FLIR_02192,0.7,0.3
FLIR_02193,0.5,0.3
FLIR_02179,0.7,0.8
FLIR_02182,0.9,0.8
FLIR_02194,0.8,0.2
FLIR_02196,0.8,0.3
FLIR_02195,0.7,0.3
FLIR_02198,0.7,0.6
FLIR_02200,0.7,0.3
FLIR_02199,0.7,0.4
FLIR_02201,0.7,0.5
FLIR_02202,0.7,0.6
FLIR_02205,0.4,0.8
FLIR_02204,Error,0.3
FLIR_02203,0.3,0.4
FLIR_02206,0.9,0.8
FLIR_02207,0.5,0.6
FLIR_02211,0.5,0.3
FLIR_02212,0.6,0.2
FLIR_02213,0.6,0.3
FLIR_02214,0.5,0.3
FLIR_02215,0.7,0.2
FLIR_02216,0.5,0.2
FLIR_02217,0.5,0.2
FLIR_02218,0.5,0.5
FLIR_02219,0.8,0.5
FLIR_02220,0.5,0.4
FLIR_02221,0.6,0.5
FLIR_02222,0.4,0.5
FLIR_02236,0.7,0.3
FLIR_02238,0.7,0.3
FLIR_02237,0.7,0.3
FLIR_02241,0.7,0.8
FLIR_02239,0.6,0.3
FLIR_02240,0.7,0.8
FLIR_02243,0.7,0.3
FLIR_02247,0.6,0.3
FLIR_02245,0.9,0.8
FLIR_02242,0.7,0.3
FLIR_02246,0.8,0.9
FLIR_02249,0.5,0.2
FLIR_02250,0.7,0.2
FLIR_02248,0.6,0.4
FLIR_02251,0.7,0.3
FLIR_02254,0.7,0.3
FLIR_02253,0.7,0.4
FLIR_02252,0.7,0.3
FLIR_02256,0.9,0.6
FLIR_02257,1.0,0.8
FLIR_02255,0.9,0.8
FLIR_02258,0.9,0.3
FLIR_02259,1.0,0.4
FLIR_02260,0.8,0.7
FLIR_02268,0.9,0.3
FLIR_02270,0.8,0.4
FLIR_02271,0.8,0.6
FLIR_02269,0.8,0.8
FLIR_02275,0.9,0.5
FLIR_02281,0.7,0.3
FLIR_02282,0.3,0.1
FLIR_02285,0.8,0.7
FLIR_02274,0.8,0.6
FLIR_02284,0.3,0.4
FLIR_02288,0.3,0.3
FLIR_02287,0.5,0.8
FLIR_02290,0.4,0.3
FLIR_02292,0.5,Error
FLIR_02289,0.6,0.2
FLIR_02293,0.8,0.1
FLIR_02291,0.3,0.1
FLIR_02294,0.5,Error
FLIR_02296,0.7,Error
FLIR_02295,0.8,0.8
FLIR_02298,0.6,0.3
FLIR_02299,0.6,0.2
FLIR_02306,0.3,0.5
FLIR_02307,0.7,0.5
FLIR_02309,0.7,0.8
FLIR_02317,0.4,0.6
FLIR_02311,0.7,0.8
FLIR_02312,0.9,0.7
FLIR_02319,0.4,0.7
FLIR_02318,0.8,0.8
FLIR_02100,0.7,0.5
FLIR_02320,0.4,0.7
FLIR_02321,0.7,0.3
FLIR_02322,0.4,0.8
FLIR_02323,0.8,0.3
FLIR_02327,0.5,0.3
FLIR_02329,0.7,0.7
FLIR_02330,0.4,0.5
FLIR_02324,0.7,0.3
FLIR_02328,0.4,0.8
FLIR_02333,0.6,0.8
FLIR_02334,0.9,0.5
FLIR_02337,0.3,0.3
FLIR_02336,0.9,0.3
FLIR_02335,0.7,0.3
FLIR_02340,0.6,0.8
FLIR_02339,0.9,0.4
FLIR_02342,0.7,0.2
FLIR_02338,0.5,0.8
FLIR_02341,0.7,0.8
FLIR_02344,0.5,0.3
FLIR_02357,0.7,0.7
FLIR_02361,1.0,0.2
FLIR_02363,0.9,0.2
FLIR_02343,0.4,0.7
FLIR_02367,0.6,0.3
FLIR_02362,0.9,0.8
FLIR_02368,0.7,0.4
FLIR_02369,0.6,0.8
FLIR_02365,0.3,0.6
FLIR_02371,0.7,0.3
FLIR_02372,0.7,0.8
FLIR_02375,0.7,0.8
FLIR_02377,0.6,Error
FLIR_02378,0.6,0.6
FLIR_02381,0.7,0.5
FLIR_02380,0.8,0.2
FLIR_02379,0.6,0.2
FLIR_02382,0.8,0.6
FLIR_02388,0.5,0.3
FLIR_02385,0.7,0.6
FLIR_02383,0.4,0.3
FLIR_02387,0.6,0.3
FLIR_02397,0.9,0.5
FLIR_02394,0.7,0.3
FLIR_02395,0.6,0.5
FLIR_02396,0.4,0.4
FLIR_02399,0.4,0.3
FLIR_02398,0.6,0.3
FLIR_02401,0.7,0.4
FLIR_02408,0.8,0.2
FLIR_02402,0.4,0.4
FLIR_02400,0.7,0.5
FLIR_02415,0.8,0.6
FLIR_02413,0.9,0.5
FLIR_02416,0.7,0.6
FLIR_02418,0.9,0.6
FLIR_02417,0.8,0.8
FLIR_02421,0.8,0.2
FLIR_02419,0.7,0.2
FLIR_02420,0.6,0.2
FLIR_02425,0.9,0.8
FLIR_02423,0.9,0.8
FLIR_02422,0.9,0.3
FLIR_02424,0.9,0.8
FLIR_02432,0.4,0.7
FLIR_02431,0.8,0.6
FLIR_02435,0.7,0.3
FLIR_02436,0.4,0.6
FLIR_02437,0.7,0.6
FLIR_02433,0.9,0.8
FLIR_02438,0.7,0.6
FLIR_02434,0.6,0.7
FLIR_02439,0.4,0.8
FLIR_02441,0.9,0.6
FLIR_02440,0.9,0.5
FLIR_02444,0.9,0.3
FLIR_02442,0.8,0.3
FLIR_02443,0.6,0.3
FLIR_02446,0.6,0.2
FLIR_02447,0.4,0.7
FLIR_02445,0.3,0.3
FLIR_02449,0.8,0.7
FLIR_02448,0.7,0.3
FLIR_02452,0.8,0.5
FLIR_02450,0.4,0.3
FLIR_02451,0.9,0.8
FLIR_02453,0.9,0.6
FLIR_02456,0.9,0.6
FLIR_02455,0.9,0.8
FLIR_02454,0.9,0.8
FLIR_02458,0.9,0.5
FLIR_02459,0.5,0.4
FLIR_02457,0.7,0.6
FLIR_02460,0.7,0.4
FLIR_02461,0.6,0.4
FLIR_02462,0.4,0.5
FLIR_02464,0.8,0.5
FLIR_02466,0.7,0.4
FLIR_02465,0.8,0.2
FLIR_02463,0.8,0.5
FLIR_02467,0.8,0.5
FLIR_02474,0.4,0.5
FLIR_02468,0.9,0.5
FLIR_02478,0.5,0.5
FLIR_02477,0.7,0.5
FLIR_02475,0.5,0.5
FLIR_02476,0.5,0.5
FLIR_02480,0.7,0.5
FLIR_02479,0.8,0.8
FLIR_02481,0.7,0.5
FLIR_02484,0.5,0.4
FLIR_02483,0.7,0.4
FLIR_02482,0.7,0.2
FLIR_02486,0.6,0.5
FLIR_02485,0.7,0.4
FLIR_02487,Error,0.4
FLIR_02490,0.5,0.5
FLIR_02489,0.3,0.8
FLIR_02488,0.6,0.6
FLIR_02491,0.4,0.6
FLIR_02492,0.9,0.6
FLIR_02494,0.7,0.6
FLIR_02496,0.6,0.6
FLIR_02493,0.7,0.6
FLIR_02495,0.7,0.7
FLIR_02497,0.7,0.7
FLIR_02500,0.6,0.5
FLIR_02498,0.9,0.6
FLIR_02499,0.6,0.6
FLIR_02501,0.8,0.6
FLIR_02502,0.4,0.5
FLIR_02506,0.4,0.7
FLIR_02504,0.7,0.5
FLIR_02503,0.8,0.5
FLIR_02507,0.4,0.8
FLIR_02505,0.6,0.6
FLIR_02508,0.7,0.7
FLIR_02510,0.9,0.6
FLIR_02512,0.7,0.8
FLIR_02513,0.9,0.5
FLIR_02516,0.7,0.5
FLIR_02509,0.7,0.3
FLIR_02511,0.5,0.6
FLIR_02515,0.8,0.4
FLIR_02517,0.8,0.5
FLIR_02520,0.8,0.5
FLIR_02522,0.5,0.4
FLIR_02518,0.7,0.8
FLIR_02519,0.6,0.8
FLIR_02521,0.9,0.3
FLIR_02523,0.6,0.5
FLIR_02532,0.6,0.3
FLIR_02524,0.9,0.3
FLIR_02525,0.8,0.4
FLIR_02533,0.7,0.3
FLIR_02531,0.7,0.5
FLIR_02537,0.7,0.6
FLIR_02535,0.4,0.6
FLIR_02538,0.7,0.6
FLIR_02534,0.7,0.3
FLIR_02536,0.5,0.7
FLIR_02540,0.7,0.7
FLIR_02539,0.8,0.6
FLIR_02543,0.6,0.8
FLIR_02541,0.4,0.6
FLIR_02542,0.8,0.3
FLIR_02545,0.6,0.8
FLIR_02544,0.7,0.6
FLIR_02548,0.7,0.8
FLIR_02547,0.7,0.2
FLIR_02546,0.8,0.6
FLIR_02550,0.7,0.4
FLIR_02549,0.7,0.7
FLIR_02553,0.7,0.8
FLIR_02552,0.9,0.8
FLIR_02551,0.7,0.8
FLIR_02554,0.6,0.8
FLIR_02555,0.7,0.4
FLIR_02556,0.6,0.6
FLIR_02557,0.8,0.8
FLIR_02560,0.8,0.7
FLIR_02559,0.7,0.6
FLIR_02558,0.8,0.6
FLIR_02562,0.4,0.6
FLIR_02563,0.8,Error
FLIR_02561,0.8,0.7
FLIR_02564,0.8,0.8
FLIR_02565,0.8,0.8
FLIR_02566,0.8,0.7
FLIR_02567,0.6,0.6
FLIR_02569,0.8,0.6
FLIR_02570,0.7,0.6
FLIR_02568,0.8,0.6
FLIR_02573,0.7,0.3
FLIR_02572,0.7,0.6
FLIR_02571,0.7,0.8
FLIR_02574,0.7,0.8
FLIR_02575,0.7,0.8
FLIR_02576,0.7,0.8
FLIR_02580,0.7,0.3
FLIR_02581,0.7,0.2
FLIR_02578,0.7,0.7
FLIR_02582,0.7,0.8
FLIR_02579,0.7,0.3
FLIR_02585,0.7,0.8
FLIR_02584,0.7,0.8
FLIR_02586,0.7,0.7
FLIR_02588,0.7,0.3
FLIR_02589,0.7,0.6
FLIR_02587,0.4,0.4
FLIR_02590,0.8,0.7
FLIR_02591,0.7,0.4
FLIR_02592,0.6,0.7
FLIR_02593,0.4,0.6
FLIR_02594,0.7,0.8
FLIR_02595,0.6,0.5
FLIR_02596,0.7,0.5
FLIR_02598,0.7,0.6
FLIR_02600,0.7,0.7
FLIR_02599,0.7,0.5
FLIR_02583,0.7,0.8
FLIR_02601,0.6,0.6
FLIR_02606,0.7,0.5
FLIR_02607,0.7,0.5
FLIR_02610,0.7,0.4
FLIR_02577,0.7,0.8
FLIR_02611,0.7,0.5
FLIR_02613,0.5,0.4
FLIR_02614,0.9,0.5
FLIR_02612,0.7,0.6
FLIR_02615,0.7,0.2
FLIR_02616,0.6,0.5
FLIR_02618,0.8,0.4
FLIR_02617,0.8,0.5
FLIR_02620,0.7,0.2
FLIR_02619,0.8,0.2
FLIR_02622,0.7,0.2
FLIR_02623,0.7,0.5
FLIR_02624,0.4,0.4
FLIR_02625,0.4,0.2
FLIR_02626,0.4,0.4
FLIR_02627,0.5,0.7
FLIR_02630,0.6,0.6
FLIR_02631,0.7,0.6
FLIR_02621,0.7,0.2
FLIR_02632,0.5,0.6
FLIR_02634,0.4,0.7
FLIR_02635,0.4,0.7
FLIR_02636,0.5,0.8
FLIR_02637,0.7,0.8
FLIR_02638,0.7,0.7
FLIR_02602,0.7,0.6
FLIR_02639,0.6,0.8
FLIR_02641,0.6,0.5
FLIR_02642,0.8,0.4
FLIR_02643,0.7,0.3
FLIR_02644,0.5,0.5
FLIR_02645,0.8,0.6
FLIR_02646,0.3,0.4
FLIR_02647,0.7,0.5
FLIR_02648,0.8,0.5
FLIR_02649,0.6,0.8
FLIR_02650,0.7,0.9
FLIR_02651,0.8,0.5
FLIR_02652,0.7,0.5
FLIR_02653,0.6,0.3
FLIR_02654,0.4,0.5
FLIR_02655,0.6,0.6
FLIR_02640,0.7,0.2
FLIR_02656,0.6,0.3
FLIR_02658,0.9,0.3
FLIR_02657,0.7,0.3
FLIR_02659,0.5,0.4
FLIR_02660,0.7,0.6
FLIR_02661,0.5,0.7
FLIR_02662,0.5,0.3
FLIR_02664,0.7,0.4
FLIR_02665,0.7,0.3
FLIR_02666,0.7,0.7
FLIR_02663,0.7,0.3
FLIR_02667,0.7,0.5
FLIR_02669,0.5,0.5
FLIR_02670,0.4,0.5
FLIR_02671,0.9,0.5
FLIR_02672,0.7,0.2
FLIR_02673,0.7,0.2
FLIR_02674,0.7,0.2
FLIR_02681,0.6,0.4
FLIR_02668,0.4,0.6
FLIR_02683,0.7,0.6
FLIR_02682,0.6,0.3
FLIR_02685,0.7,0.5
FLIR_02686,0.4,0.4
FLIR_02689,0.5,0.4
FLIR_02684,0.7,0.4
FLIR_02690,0.3,0.5
FLIR_02694,0.7,0.2
FLIR_02696,0.7,0.8
FLIR_02692,0.6,0.4
FLIR_02697,0.3,0.5
FLIR_02698,0.4,0.7
FLIR_02699,0.7,0.6
FLIR_02605,0.7,0.5
FLIR_02700,0.3,0.6
FLIR_02633,0.9,0.7
FLIR_02702,0.9,0.6
FLIR_02701,0.9,0.8
FLIR_02704,0.8,0.8
FLIR_02705,0.4,0.4
FLIR_02703,0.7,0.8
FLIR_02706,0.4,0.5
FLIR_02709,0.7,0.4
FLIR_02707,0.6,0.5
FLIR_02712,0.7,0.6
FLIR_02710,0.7,0.6
FLIR_02711,0.7,0.3
FLIR_02713,0.7,0.7
FLIR_02714,0.7,0.8
FLIR_02716,0.7,0.3
FLIR_02715,0.7,0.7
FLIR_02718,0.7,0.3
FLIR_02719,0.7,0.3
FLIR_02721,0.7,0.3
FLIR_02722,0.7,0.7
FLIR_02717,0.7,0.6
FLIR_02723,0.7,0.3
FLIR_02724,0.7,0.6
FLIR_02726,0.7,0.4
FLIR_02725,0.7,0.5
FLIR_02720,0.7,0.6
FLIR_02728,0.7,0.3
FLIR_02727,0.3,0.5
FLIR_02732,0.6,0.5
FLIR_02731,0.6,0.4
FLIR_02730,0.5,0.5
FLIR_02729,0.5,0.4
FLIR_02734,0.8,0.3
FLIR_02735,Error,0.5
FLIR_02733,0.8,0.5
FLIR_02736,0.3,0.5
FLIR_02737,0.4,0.5
FLIR_02743,0.6,0.4
FLIR_02738,0.4,0.5
FLIR_02750,0.7,0.3
FLIR_02751,0.7,0.8
FLIR_02753,0.9,0.5
FLIR_02744,0.6,0.4
FLIR_02755,0.7,0.4
FLIR_02754,0.4,0.5
FLIR_02759,0.7,0.4
FLIR_02760,0.3,0.5
FLIR_02761,0.8,0.4
FLIR_02762,0.7,0.3
FLIR_02763,0.3,0.6
FLIR_02764,0.4,0.6
FLIR_02765,0.3,0.9
FLIR_02766,0.7,0.5
FLIR_02767,0.7,0.4
FLIR_02768,0.4,0.4
FLIR_02769,0.7,0.4
FLIR_02771,0.7,0.5
FLIR_02772,0.7,0.5
FLIR_02757,0.6,0.5
FLIR_02758,0.6,0.4
FLIR_02756,0.6,0.5
FLIR_02773,0.8,0.5
FLIR_02775,0.4,0.5
FLIR_02776,0.5,0.5
FLIR_02777,0.8,0.5
FLIR_02778,0.9,0.3
FLIR_02780,0.7,0.8
FLIR_02779,0.7,0.5
FLIR_02774,0.7,0.2
FLIR_02781,0.6,0.4
FLIR_02784,0.8,0.3
FLIR_02782,0.6,0.3
FLIR_02785,0.8,0.5
FLIR_02788,0.3,0.5
FLIR_02787,0.8,0.8
FLIR_02790,0.7,0.3
FLIR_02791,0.3,0.3
FLIR_02786,0.8,0.5
FLIR_02789,0.8,0.5
FLIR_02792,0.7,0.5
FLIR_02793,0.7,0.6
FLIR_02796,0.9,0.4
FLIR_02797,0.7,0.6
FLIR_02798,Error,0.6
FLIR_02795,0.7,0.6
FLIR_02794,0.7,0.5
FLIR_02800,0.7,0.4
FLIR_02799,0.7,0.4
FLIR_02803,0.7,0.7
FLIR_02801,0.4,0.4
FLIR_02802,0.5,0.7
FLIR_02805,0.3,0.6
FLIR_02806,0.3,0.2
FLIR_02804,0.3,0.5
FLIR_02807,0.4,0.5
FLIR_02808,0.8,0.5
FLIR_02809,0.5,0.8
FLIR_02812,0.4,0.5
FLIR_02810,0.9,0.8
FLIR_02811,0.6,0.4
FLIR_02816,0.3,0.5
FLIR_02817,0.6,0.5
FLIR_02814,0.6,0.5
FLIR_02819,0.6,0.5
FLIR_02815,0.7,0.6
FLIR_02820,0.3,0.6
FLIR_02821,0.7,0.9
FLIR_02813,0.7,0.3
FLIR_02823,0.5,0.2
FLIR_02824,0.6,0.3
FLIR_02825,0.6,0.3
FLIR_02826,0.8,0.2
FLIR_02828,0.7,0.2
FLIR_02827,0.7,0.2
FLIR_02829,0.5,0.3
FLIR_02831,0.8,0.5
FLIR_02830,0.5,0.5
FLIR_02835,0.7,0.4
FLIR_02836,0.4,0.5
FLIR_02832,0.4,0.1
FLIR_02837,0.7,0.3
FLIR_02839,0.4,0.5
FLIR_02838,0.8,0.5
FLIR_02842,0.5,0.5
FLIR_02843,0.6,0.3
FLIR_02844,0.7,0.4
FLIR_02840,0.5,0.2
FLIR_02845,0.8,0.3
FLIR_02847,0.7,0.6
FLIR_02848,0.6,0.2
FLIR_02846,0.3,0.8
FLIR_02850,0.5,0.5
FLIR_02851,0.8,0.5
FLIR_02852,0.3,0.6
FLIR_02853,0.3,0.4
FLIR_02822,0.4,0.8
FLIR_02854,0.9,0.5
FLIR_02849,0.6,0.3
FLIR_02857,0.7,0.5
FLIR_02856,0.4,0.8
FLIR_02855,0.4,0.6
FLIR_02858,0.4,0.5
FLIR_02860,0.7,0.6
FLIR_02862,0.6,0.5
FLIR_02861,0.8,0.5
FLIR_02863,0.7,0.6
FLIR_02859,0.4,0.6
FLIR_02866,0.4,0.6
FLIR_02865,0.4,0.8
FLIR_02868,0.3,0.3
FLIR_02864,0.9,0.5
FLIR_02873,0.7,0.2
FLIR_02867,0.4,0.8
FLIR_02875,0.7,0.7
FLIR_02876,0.8,0.8
FLIR_02878,0.7,0.6
FLIR_02877,0.7,0.8
FLIR_02874,0.9,0.3
FLIR_02880,0.7,0.8
FLIR_02882,0.9,0.6
FLIR_02881,0.9,0.8
FLIR_02883,0.7,0.6
FLIR_02885,0.6,0.4
FLIR_02884,0.6,0.8
FLIR_02879,0.7,0.5
FLIR_02887,0.5,0.4
FLIR_02888,0.6,0.7
FLIR_02890,0.8,0.8
FLIR_02891,0.8,0.3
FLIR_02892,0.7,0.8
FLIR_02897,0.7,0.2
FLIR_02889,0.8,0.6
FLIR_02886,0.7,0.5
FLIR_02922,0.7,0.5
FLIR_02928,0.8,0.5
FLIR_02929,0.8,0.5
FLIR_02818,0.3,0.5
FLIR_02933,0.7,0.4
FLIR_02934,0.8,0.5
FLIR_02930,0.5,0.5
FLIR_02927,0.8,0.6
FLIR_02938,0.7,0.5
FLIR_02935,0.3,0.3
FLIR_02939,0.3,0.5
FLIR_02937,0.5,0.8
FLIR_02943,0.6,0.4
FLIR_02940,0.6,0.6
FLIR_02947,0.3,0.8
FLIR_02948,0.6,0.8
FLIR_02949,0.4,0.3
FLIR_02951,0.9,0.2
FLIR_02950,0.4,0.4
FLIR_02946,0.7,0.8
FLIR_02953,0.5,0.2
FLIR_02952,0.4,0.4
FLIR_02955,0.4,0.6
FLIR_02957,0.7,0.4
FLIR_02956,0.4,0.3
FLIR_02958,0.4,0.4
FLIR_02954,0.7,0.6
FLIR_02961,0.4,0.2
FLIR_02962,0.5,0.2
FLIR_02960,0.5,0.4
