Image Pair,RGB Score,Thermal Score
FLIR0950,0.1,0.2
FLIR0951,0.1,0.2
FLIR0952,0.1,0.2
FLIR0953,0.1,0.2
FLIR0954,0.1,0.2
FLIR0955,0.1,0.2
FLIR0956,0.1,0.2
FLIR0957,0.1,0.2
FLIR0958,0.1,0.2
FLIR0959,0.1,0.2
FLIR0960,0.1,0.2
FLIR0961,0.1,0.2
FLIR0962,0.1,0.2
FLIR0963,0.1,0.2
FLIR0964,0.1,0.2
FLIR0965,0.1,0.3
FLIR0966,0.1,0.2
FLIR0967,0.1,0.2
FLIR0968,0.1,0.2
FLIR0969,0.1,0.2
FLIR0970,0.1,0.2
FLIR0971,0.1,0.2
FLIR0972,0.1,0.2
FLIR0973,0.1,0.2
FLIR0974,0.1,0.2
FLIR0975,0.1,0.2
FLIR0976,0.1,0.2
FLIR0977,0.1,0.2
FLIR0978,0.1,0.2
FLIR0979,0.1,0.2
FLIR0980,0.1,0.2
FLIR0981,0.1,0.3
FLIR0982,0.1,0.2
FLIR0983,0.1,0.2
FLIR0984,0.1,0.2
FLIR0985,0.1,0.2
FLIR0986,0.1,0.2
FLIR0987,0.1,0.2
FLIR0988,0.1,0.2
FLIR0989,0.1,0.2
FLIR0990,0.1,0.2
FLIR0991,0.1,0.2
FLIR0992,0.1,0.2
FLIR0993,0.1,0.2
FLIR0994,0.1,0.2
FLIR0995,0.1,0.3
FLIR0996,0.1,0.2
FLIR0997,0.1,0.2
FLIR0998,0.1,0.2
FLIR0999,0.1,0.2
FLIR1000,0.1,0.1
FLIR1001,0.1,0.2
FLIR1002,0.1,0.2
FLIR1003,0.1,0.2
FLIR1004,0.1,0.2
FLIR1005,0.1,0.2
FLIR1006,0.1,0.2
FLIR1007,0.1,0.3
FLIR1008,0.1,0.2
FLIR1009,0.1,0.2
FLIR1010,0.1,0.1
FLIR1011,0.1,0.2
FLIR1012,0.1,0.2
FLIR1013,0.1,0.2
FLIR1014,0.1,0.2
FLIR1015,0.1,0.2
FLIR1016,0.1,0.2
FLIR1017,0.1,0.2
FLIR1018,0.1,0.2
FLIR1019,0.1,0.2
FLIR1020,0.1,0.2
FLIR1021,0.1,0.2
FLIR1022,0.1,0.2
FLIR1023,0.1,0.2
FLIR1024,0.1,0.2
FLIR1025,0.1,0.2
FLIR1026,0.1,0.2
FLIR1027,0.1,0.2
FLIR1028,0.1,0.2
FLIR1029,0.1,0.2
FLIR1030,0.1,0.2
FLIR1031,0.1,0.2
FLIR1032,0.1,0.2
FLIR1033,0.1,0.2
FLIR1034,0.1,0.2
FLIR1035,0.1,0.2
FLIR1036,0.1,0.2
FLIR1037,0.1,0.2
FLIR1038,0.1,0.2
FLIR1039,0.1,0.2
FLIR1040,0.1,0.2
FLIR1041,0.1,0.2
FLIR1042,0.1,0.2
FLIR1043,0.1,0.2
FLIR1044,0.1,0.2
FLIR1045,0.1,0.2
FLIR1046,0.1,0.2
FLIR1047,0.1,0.2
FLIR1048,0.1,0.2
FLIR1049,0.1,0.2
FLIR1050,0.1,0.2
FLIR1051,0.1,0.2
FLIR1052,0.1,0.2
FLIR1053,0.1,0.2
FLIR1054,0.1,0.2
FLIR1055,0.1,0.2
FLIR1056,0.1,0.2
FLIR1057,0.1,0.2
FLIR1058,0.1,0.2
FLIR1059,0.1,0.2
FLIR1060,0.1,0.2
FLIR1061,0.1,0.2
FLIR1062,0.1,0.2
FLIR1063,0.1,0.2
FLIR1064,0.1,0.2
FLIR1065,0.1,0.2
FLIR1066,0.1,0.2
FLIR1067,0.1,0.2
FLIR1068,0.1,0.2
FLIR1069,0.1,0.2
FLIR1133,0.1,0.2
FLIR1135,0.1,0.2
FLIR1137,0.1,0.2
FLIR1139,0.1,0.2
FLIR1141,0.1,0.2
FLIR1143,0.1,0.2
FLIR1145,0.1,0.2
FLIR1147,0.1,0.2
FLIR1149,0.1,0.2
FLIR1151,0.1,0.2
FLIR1153,0.1,0.2
FLIR1155,0.2,0.2
FLIR1157,0.1,0.2
FLIR1159,0.1,0.2
FLIR1161,0.1,0.2
FLIR1167,0.2,0.2
FLIR1169,0.1,0.2
FLIR1171,0.1,0.2
FLIR1173,0.1,0.2
FLIR1175,0.1,0.2
FLIR1177,0.1,0.2
FLIR1179,0.1,0.2
FLIR1181,0.1,0.3
FLIR1183,0.1,0.2
FLIR1185,0.1,0.2
FLIR1187,0.1,0.2
FLIR1189,0.1,0.2
FLIR1191,0.1,0.2
FLIR1193,0.1,0.2
FLIR1195,0.2,0.2
FLIR1197,0.1,0.2
FLIR1199,0.1,0.2
FLIR1201,0.1,0.2
FLIR1203,0.1,0.2
FLIR1205,0.1,0.2
FLIR1207,0.1,0.2
FLIR1211,0.1,0.2
FLIR1215,0.1,0.2
FLIR1217,0.1,0.2
FLIR1221,0.1,0.2
FLIR1223,0.1,0.2
FLIR1225,0.1,0.3
FLIR1227,0.1,0.2
FLIR1229,0.1,0.2
FLIR1235,0.1,0.2
FLIR1237,0.1,0.2
FLIR1239,0.1,0.2
FLIR1305,0.1,0.2
FLIR1307,0.1,0.2
FLIR1461,0.1,0.2
FLIR1463,0.1,0.2
FLIR1465,0.1,0.2
FLIR1467,0.1,0.2
FLIR1469,0.1,0.2
FLIR1471,0.1,0.2
FLIR1473,0.1,0.2
FLIR1525,0.1,0.2
FLIR1527,0.1,0.2
FLIR1529,0.1,0.2
FLIR1531,0.1,0.2
FLIR1533,0.1,0.2
FLIR1535,0.1,0.2
FLIR1537,0.1,0.2
FLIR1539,0.1,0.2
FLIR1541,0.1,0.2
FLIR1543,0.1,0.2
FLIR1545,0.1,0.2
FLIR1547,0.1,0.2
FLIR1549,0.1,0.2
FLIR1551,0.1,0.2
FLIR1553,0.1,0.2
FLIR1555,0.1,0.2
FLIR1557,0.1,0.2
FLIR1559,0.1,0.2
FLIR1561,0.1,0.2
FLIR1563,0.1,0.2
FLIR1565,0.1,0.2
FLIR1567,0.1,0.2
FLIR1569,0.1,0.2
FLIR1571,0.1,0.2
FLIR1573,0.1,0.2
FLIR1575,0.1,0.2
FLIR1577,0.1,0.2
FLIR1579,0.1,0.2
FLIR1581,0.1,0.2
FLIR1583,0.1,0.2
FLIR1585,0.1,0.2
FLIR1587,0.1,0.2
FLIR1589,0.1,0.2
FLIR1591,0.1,0.2
FLIR1593,0.1,0.2
FLIR1595,0.1,0.2
FLIR1597,0.1,0.2
FLIR1599,0.1,0.3
FLIR1601,0.1,0.2
FLIR1603,0.1,0.2
FLIR1605,0.1,0.2
FLIR1607,0.1,0.2
FLIR1609,0.1,0.2
FLIR1611,0.1,0.2
FLIR1613,0.1,0.2
FLIR1615,0.1,0.2
FLIR1617,0.1,0.2
FLIR1619,0.1,0.2
FLIR1621,0.1,0.2
FLIR1623,0.1,0.2
FLIR1625,0.1,0.2
FLIR1627,0.1,0.2
FLIR1629,0.1,0.2
FLIR1631,0.1,0.2
FLIR1633,0.1,0.2
FLIR1635,0.1,0.2
FLIR1637,0.1,0.2
FLIR1639,0.1,0.3
FLIR1641,0.1,0.3
FLIR1643,0.1,0.2
FLIR1645,0.1,0.2
FLIR1647,0.1,0.2
FLIR1649,0.1,0.2
FLIR1651,0.1,0.2
FLIR1653,0.1,0.3
FLIR1655,0.1,0.2
FLIR1657,0.1,0.2
FLIR1659,0.1,0.2
FLIR1661,0.1,0.2
FLIR1663,0.1,0.2
FLIR1665,0.1,0.2
FLIR1667,0.1,0.2
FLIR1669,0.1,0.2
FLIR1671,0.1,0.2
FLIR1799,0.2,0.4
FLIR1801,0.2,0.3
FLIR1803,0.3,0.3
FLIR1805,0.3,0.5
FLIR1807,0.2,0.3
FLIR1809,0.2,0.4
FLIR1811,0.2,0.4
FLIR1813,0.3,0.4
FLIR1815,0.4,0.6
FLIR1817,0.3,0.5
FLIR1819,0.4,0.5
FLIR1821,0.2,0.2
FLIR1823,0.2,0.3
FLIR1825,0.3,0.2
FLIR1827,0.2,0.4
FLIR1829,0.2,0.4
FLIR1831,0.2,0.4
FLIR1833,0.4,0.4
FLIR1835,0.4,0.4
FLIR1837,0.2,0.3
FLIR1839,0.3,0.3
FLIR1841,0.3,0.3
FLIR1843,0.3,0.4
FLIR1845,0.3,0.5
FLIR1847,0.3,0.4
FLIR1849,0.2,0.3
FLIR1851,0.2,0.3
FLIR1853,0.2,0.3
FLIR1855,0.2,0.3
FLIR1857,0.3,0.3
FLIR1859,0.3,0.4
FLIR1861,0.3,0.4
FLIR1863,0.2,0.4
FLIR1865,0.3,0.3
FLIR1867,0.3,0.3
FLIR1869,0.3,0.4
FLIR1871,0.3,0.4
FLIR1873,0.2,0.3
FLIR1875,0.2,0.4
FLIR1877,0.2,0.4
FLIR1879,0.2,0.3
FLIR1881,0.2,0.3
FLIR1883,0.3,0.3
FLIR1885,0.3,0.4
FLIR1887,0.3,0.2
FLIR1889,0.2,0.2
FLIR1891,0.3,0.2
FLIR1893,0.2,0.3
FLIR1895,0.2,0.2
FLIR1897,0.3,0.3
FLIR1899,0.3,0.4
FLIR1901,0.2,0.3
FLIR1903,0.2,0.3
FLIR1905,0.2,0.3
FLIR1907,0.2,0.3
FLIR1909,0.3,0.3
FLIR1911,0.3,0.4
FLIR1913,0.3,0.4
FLIR1915,0.2,0.4
FLIR1917,0.1,0.5
FLIR1919,0.3,0.3
FLIR1921,0.4,0.4
FLIR1923,0.3,0.4
FLIR1925,0.3,0.4
FLIR1927,0.3,0.4
FLIR1929,0.4,0.4
FLIR1931,0.3,0.4
FLIR1933,0.2,0.2
FLIR1935,0.1,0.2
FLIR1937,0.2,0.4
FLIR1939,0.2,0.2
FLIR1941,0.3,0.2
FLIR1943,0.2,0.2
FLIR1945,0.3,0.2
FLIR1947,0.3,0.3
FLIR1949,0.3,0.3
FLIR1951,0.2,0.3
FLIR1953,0.3,0.3
FLIR1955,0.3,0.3
FLIR1957,0.4,0.4
FLIR1959,0.2,0.3
FLIR1961,0.3,0.3
FLIR1963,0.3,0.2
FLIR1965,0.3,0.3
FLIR1967,0.4,0.3
FLIR1969,0.2,0.3
FLIR1971,0.4,0.3
FLIR1973,0.3,0.4
FLIR1975,0.2,0.6
FLIR1977,0.3,0.5
FLIR1979,0.4,0.5
FLIR1981,0.2,0.3
FLIR1983,0.2,0.3
FLIR1985,0.1,0.3
FLIR1987,0.3,0.4
FLIR1989,0.2,0.3
FLIR1991,0.2,0.3
FLIR1993,0.2,0.3
FLIR1995,0.2,0.3
FLIR1997,0.2,0.4
FLIR1999,0.3,0.2
FLIR2001,0.2,0.3
FLIR2003,0.4,0.4
FLIR2005,0.3,0.3
FLIR2007,0.3,0.4
FLIR2009,0.2,0.4
FLIR2011,0.3,0.3
FLIR2013,0.3,0.3
FLIR2015,0.2,0.4
FLIR2017,0.2,0.2
FLIR2019,0.2,0.2
FLIR2021,0.2,0.3
FLIR2023,0.3,0.4
FLIR2025,0.4,0.4
FLIR2027,0.3,0.4
FLIR2029,0.3,0.3
FLIR2031,0.4,0.4
FLIR2033,0.3,0.6
FLIR2035,0.3,0.4
FLIR2037,0.2,0.4
FLIR2039,0.2,0.4
FLIR2041,0.2,0.5
FLIR2043,0.2,0.3
FLIR2045,0.2,0.4
FLIR2047,0.2,0.4
FLIR2049,0.2,0.4
FLIR2051,0.3,0.3
FLIR2053,0.3,0.4
FLIR2055,0.3,0.4
FLIR2057,0.3,0.5
FLIR2059,0.2,0.4
FLIR2061,0.2,0.4
FLIR2063,0.2,0.3
FLIR2065,0.3,0.5
FLIR2067,0.3,0.5
FLIR2069,0.3,0.5
FLIR2071,0.2,0.4
FLIR2073,0.3,0.4
FLIR2075,0.4,0.3
FLIR2079,0.2,0.5
FLIR2081,0.3,0.3
FLIR2083,0.2,0.2
FLIR2085,0.3,0.5
FLIR2087,0.3,0.4
FLIR2089,0.2,0.4
FLIR2091,0.2,0.4
FLIR2093,0.3,0.3
FLIR2095,0.1,0.3
FLIR2097,0.2,0.4
FLIR2099,0.2,0.3
FLIR2101,0.3,0.4
FLIR2103,0.3,0.4
FLIR2105,0.3,0.3
FLIR2107,0.3,0.3
FLIR2109,0.3,0.4
FLIR2111,0.4,0.4
FLIR2113,0.3,0.3
FLIR2115,0.2,0.2
FLIR2117,0.3,0.3
FLIR2123,0.2,0.3
FLIR2125,0.2,0.4
FLIR2127,0.3,0.5
FLIR2129,0.3,0.5
FLIR2131,0.3,0.4
FLIR2133,0.3,0.3
FLIR2135,0.2,0.4
FLIR2137,0.3,0.4
FLIR2139,0.3,0.4
FLIR2141,0.3,0.3
FLIR2143,0.4,0.4
FLIR2145,0.2,0.4
FLIR2147,0.2,0.4
FLIR2149,0.2,0.4
FLIR2151,0.3,0.5
FLIR2153,0.3,0.4
FLIR2155,0.4,0.5
FLIR2157,0.3,0.4
FLIR2159,0.4,0.4
FLIR2161,0.2,0.4
FLIR2163,0.3,0.5
FLIR2165,0.2,0.2
FLIR2167,0.2,0.4
FLIR2169,0.2,0.3
FLIR2171,0.3,0.3
FLIR2173,0.3,0.3
FLIR2175,0.2,0.3
FLIR2177,0.2,0.4
FLIR2179,0.3,0.4
FLIR2181,0.3,0.4
FLIR2183,0.2,0.4
FLIR2185,0.2,0.3
FLIR2187,0.2,0.4
FLIR2189,0.2,0.3
FLIR2191,0.4,0.4
FLIR2193,0.3,0.4
FLIR2195,0.2,0.4
FLIR2197,0.2,0.4
FLIR2199,0.2,0.4
FLIR2201,0.2,0.4
FLIR2203,0.2,0.6
FLIR2205,0.2,0.4
FLIR2207,0.2,0.5
FLIR2209,0.2,0.4
FLIR2211,0.2,0.4
FLIR2213,0.2,0.5
FLIR2215,0.2,0.3
FLIR2217,0.2,0.4
FLIR2219,0.2,0.4
FLIR2221,0.2,0.4
FLIR2223,0.2,0.3
FLIR2225,0.2,0.3
FLIR2227,0.2,0.4
FLIR2229,0.3,0.3
FLIR2231,0.2,0.3
FLIR2233,0.2,0.4
FLIR2235,0.2,0.4
FLIR2237,0.2,0.3
FLIR2239,0.3,0.4
FLIR2241,0.2,0.3
FLIR2243,0.2,0.4
FLIR2245,0.2,0.4
FLIR2247,0.3,0.4
FLIR2249,0.3,0.5
FLIR2251,0.2,0.3
FLIR2253,0.3,0.4
FLIR2255,0.2,0.3
FLIR2257,0.2,0.4
FLIR2259,0.2,0.4
FLIR2261,0.2,0.3
FLIR2263,0.3,0.3
FLIR2265,0.3,0.3
FLIR2267,0.3,0.5
FLIR2269,0.2,0.4
FLIR2271,0.3,0.4
FLIR2273,0.2,0.4
FLIR2275,0.2,0.4
FLIR2277,0.3,0.3
FLIR2279,0.3,0.4
FLIR2281,0.3,0.4
FLIR2283,0.2,0.4
FLIR2285,0.2,0.3
FLIR2287,0.2,0.4
FLIR2289,0.2,0.3
FLIR2291,0.3,0.5
FLIR2293,0.4,0.4
FLIR2295,0.2,0.5
FLIR2297,0.3,0.4
FLIR2299,0.3,0.4
FLIR2301,0.3,0.4
FLIR2303,0.3,0.5
FLIR2305,0.4,0.4
FLIR2307,0.2,0.4
FLIR2309,0.3,0.4
FLIR2311,0.3,0.4
FLIR2313,0.2,0.4
FLIR2315,0.3,0.5
FLIR2317,0.4,0.4
FLIR2319,0.3,0.4
FLIR2321,0.3,0.4
FLIR2323,0.3,0.4
FLIR2325,0.2,0.3
FLIR2327,0.2,0.3
FLIR2329,0.2,0.4
FLIR2331,0.2,0.4
FLIR2333,0.3,0.3
FLIR2335,0.2,0.4
FLIR2337,0.2,0.4
FLIR2339,0.2,0.4
FLIR2341,0.2,0.4
FLIR2343,0.2,0.4
FLIR2345,0.3,0.5
FLIR2347,0.2,0.4
FLIR2349,0.3,0.4
FLIR2351,0.3,0.5
FLIR2353,0.2,0.3
FLIR2355,0.2,0.5
FLIR2357,0.3,0.3
FLIR2359,0.3,0.4
FLIR2361,0.2,0.6
FLIR2363,0.2,0.4
FLIR2365,0.3,0.4
FLIR2367,0.2,0.4
FLIR2369,0.2,0.3
FLIR2371,0.3,0.4
FLIR2373,0.3,0.4
FLIR2375,0.2,0.4
FLIR2377,0.3,0.4
FLIR2379,0.3,0.4
FLIR2381,0.3,0.4
FLIR2383,0.3,0.5
FLIR2385,0.2,0.4
FLIR2387,0.3,0.5
FLIR2389,0.3,0.4
FLIR2391,0.3,0.4
FLIR2393,0.3,0.3
FLIR2395,0.3,0.6
FLIR2397,0.3,0.5
FLIR2399,0.2,0.6
FLIR2401,0.2,0.5
FLIR2403,0.3,0.3
FLIR2405,0.2,0.6
FLIR2407,0.2,0.4
FLIR2409,0.2,0.4
FLIR2413,0.2,0.4
FLIR2415,0.2,0.4
FLIR2417,0.3,0.4
FLIR2419,0.3,0.4
FLIR2421,0.3,0.3
FLIR2423,0.2,0.3
FLIR2425,0.3,0.4
FLIR2427,0.2,0.6
FLIR2429,0.3,0.3
FLIR2431,0.2,0.3
FLIR2433,0.2,0.3
FLIR2435,0.2,0.4
FLIR2437,0.2,0.4
FLIR2439,0.3,0.4
FLIR2441,0.2,0.4
FLIR2443,0.3,0.5
FLIR2445,0.2,0.3
FLIR2447,0.1,0.2
FLIR2449,0.4,0.4
FLIR2451,0.2,0.3
FLIR2453,0.3,0.5
FLIR2455,0.2,0.5
FLIR2457,0.2,0.3
FLIR2459,0.2,0.5
FLIR2461,0.2,0.4
FLIR2463,0.2,0.4
FLIR2465,0.2,0.5
FLIR2467,0.2,0.4
FLIR2469,0.2,0.4
FLIR2471,0.4,0.4
FLIR2473,0.2,0.2
FLIR2475,0.3,0.4
FLIR2477,0.2,0.4
FLIR2479,0.2,0.3
FLIR2481,Error,0.4
FLIR2483,0.2,0.5
FLIR2485,0.2,0.4
FLIR2487,0.2,0.4
FLIR2489,0.2,0.3
FLIR2491,0.2,0.4
FLIR2493,0.2,0.4
FLIR2495,0.2,0.4
FLIR2497,0.2,0.4
FLIR2499,0.2,0.4
FLIR2501,0.2,0.3
FLIR2503,0.2,0.4
FLIR2517,0.4,0.3
FLIR2519,0.5,0.3
FLIR2521,0.4,0.4
FLIR2523,0.5,0.3
FLIR2525,0.4,0.6
FLIR2527,0.5,0.6
FLIR2529,0.4,0.4
FLIR2531,0.5,0.4
FLIR2533,0.5,0.4
FLIR2535,0.6,0.5
FLIR2537,0.4,0.5
FLIR2539,0.4,0.4
FLIR2541,0.4,0.4
FLIR2543,0.4,0.5
FLIR2545,0.4,0.4
FLIR2547,0.4,0.5
FLIR2549,0.4,0.5
FLIR2551,0.4,0.6
FLIR2553,0.5,0.4
FLIR2555,0.4,0.4
FLIR2557,0.4,0.3
FLIR2559,0.4,0.4
FLIR2561,0.4,0.3
FLIR2563,0.4,0.4
FLIR2565,0.4,0.4
FLIR2567,0.4,0.3
FLIR2569,0.4,0.5
FLIR2571,0.5,0.4
FLIR2573,0.4,0.4
FLIR2575,0.4,0.4
FLIR2577,0.5,0.4
FLIR2579,0.5,0.4
FLIR2581,0.4,0.5
FLIR2583,0.4,0.5
FLIR2585,0.4,0.5
FLIR2587,0.4,0.5
FLIR2589,0.4,0.5
FLIR2591,0.4,0.4
FLIR2593,0.5,0.5
FLIR2595,0.5,0.6
FLIR2597,0.5,0.5
FLIR2599,0.4,0.5
FLIR2601,0.4,0.4
FLIR2603,0.4,0.4
FLIR2605,0.4,0.4
FLIR2607,0.4,0.5
FLIR2609,0.4,0.4
FLIR2611,0.4,0.4
FLIR2613,0.5,0.4
FLIR2615,0.5,0.3
FLIR2617,0.3,0.4
FLIR2619,0.4,0.4
FLIR2621,0.4,0.4
FLIR2623,0.4,0.5
FLIR2625,0.4,0.4
FLIR2627,0.4,0.4
FLIR2629,0.4,0.5
FLIR2631,0.4,0.4
FLIR2633,0.4,0.5
FLIR2635,0.4,0.5
FLIR2637,0.4,0.4
FLIR2639,0.4,0.3
FLIR2641,0.4,0.3
FLIR2643,0.4,0.2
FLIR2645,0.4,0.3
FLIR2647,0.4,0.3
FLIR2649,0.4,0.4
FLIR2651,0.4,0.3
FLIR2653,0.3,0.2
FLIR2655,0.4,0.5
FLIR2659,0.1,0.2
FLIR2661,0.1,0.2
FLIR2663,0.1,0.2
FLIR2665,0.5,0.5
FLIR2667,0.4,0.6
FLIR2669,0.4,0.4
FLIR2671,0.6,0.6
FLIR2673,0.5,0.4
FLIR2675,0.4,0.5
FLIR2677,0.4,0.5
FLIR2679,0.5,0.7
FLIR2681,0.2,0.4
FLIR2683,0.4,0.4
FLIR2685,0.4,0.4
FLIR2687,0.4,0.5
FLIR2689,0.4,0.4
FLIR2691,0.4,0.4
FLIR2693,0.5,0.4
FLIR2695,0.4,0.5
FLIR2697,0.3,0.5
FLIR2699,0.4,0.5
FLIR2701,0.4,0.5
FLIR2703,0.4,0.4
FLIR2705,0.4,0.5
FLIR2707,0.4,0.3
FLIR2709,0.4,0.4
FLIR2711,0.3,0.3
FLIR2715,0.4,0.4
FLIR2717,0.5,0.4
FLIR2719,0.4,0.5
FLIR2721,0.4,0.4
FLIR2723,0.4,0.4
FLIR2725,0.5,0.4
FLIR2727,0.5,0.3
FLIR2729,0.4,0.4
FLIR2731,0.4,0.4
FLIR2733,0.4,0.4
FLIR2735,0.4,0.3
FLIR2737,0.4,0.3
FLIR2739,0.4,0.4
FLIR2741,0.3,0.5
FLIR2743,0.4,0.4
FLIR2745,0.4,0.4
FLIR2747,0.1,0.2
FLIR2749,0.1,0.2
FLIR2751,0.1,0.2
FLIR2753,0.1,0.2
FLIR2755,0.1,0.2
FLIR2757,0.1,0.2
FLIR2759,0.1,0.2
FLIR2761,0.1,0.2
FLIR2763,0.1,0.2
FLIR2765,0.1,0.2
FLIR2767,0.1,0.2
FLIR2769,0.1,0.2
FLIR2771,0.1,0.2
FLIR2773,0.1,0.2
FLIR2775,0.5,0.5
FLIR2777,0.3,0.2
FLIR2779,0.3,0.4
FLIR2781,0.4,0.4
FLIR2783,0.4,0.4
FLIR2785,0.4,0.2
FLIR2787,0.4,0.4
FLIR2789,0.4,0.4
FLIR2791,0.4,0.4
FLIR2793,0.3,0.4
FLIR2795,0.3,0.3
FLIR2797,0.4,0.3
FLIR2799,0.4,0.3
FLIR2801,0.3,0.2
FLIR2803,0.4,0.3
FLIR2805,0.4,0.3
FLIR2807,0.4,0.3
FLIR2809,0.3,0.3
FLIR2811,0.4,0.3
FLIR2813,0.4,0.3
FLIR2815,0.3,0.3
FLIR2817,0.4,0.3
FLIR2819,0.3,0.3
FLIR2821,0.4,0.3
FLIR2823,0.2,0.2
FLIR2825,0.4,0.4
FLIR2827,0.3,0.2
FLIR2829,0.3,0.4
FLIR2831,0.3,0.3
FLIR2833,0.3,0.4
FLIR2835,0.2,0.2
FLIR2837,0.3,0.3
FLIR2839,0.3,0.3
FLIR2841,0.5,0.4
FLIR2843,0.3,0.4
FLIR2845,0.4,0.4
FLIR2847,0.4,0.3
FLIR2849,0.4,0.3
FLIR2851,0.3,0.3
FLIR2853,0.3,0.3
FLIR2855,0.3,0.3
FLIR2857,0.3,0.3
FLIR2859,0.3,0.4
FLIR2861,0.3,0.3
FLIR2863,0.4,0.3
FLIR2865,0.2,0.2
FLIR2867,0.3,0.3
FLIR2869,0.3,0.2
FLIR2871,0.3,0.3
FLIR2873,0.4,0.3
FLIR2875,0.4,0.3
FLIR2877,0.2,0.2
FLIR2879,0.4,0.2
FLIR2881,0.3,0.3
FLIR2883,0.3,0.2
FLIR2885,0.3,0.3
FLIR2887,0.3,0.3
FLIR2889,0.3,0.3
FLIR2891,0.4,0.3
FLIR2893,0.4,0.3
FLIR2895,0.3,0.3
FLIR2897,0.2,0.2
FLIR2899,0.3,0.2
FLIR2901,0.3,0.3
FLIR2903,0.3,0.2
FLIR2905,0.3,0.4
FLIR2907,0.3,0.2
FLIR2909,0.4,0.3
FLIR2911,Error,0.4
FLIR2913,0.3,0.2
FLIR2915,0.2,0.2
FLIR2917,0.2,0.2
FLIR2919,0.3,0.2
FLIR2921,0.3,0.2
FLIR2923,0.2,0.2
FLIR2925,0.3,0.3
FLIR2927,0.4,0.4
FLIR2929,0.4,0.3
FLIR2931,0.3,0.3
FLIR2933,0.3,0.3
FLIR2935,0.4,0.4
FLIR2937,0.3,0.3
FLIR2939,0.2,0.2
FLIR2941,0.2,0.3
FLIR2943,0.3,0.4
FLIR2945,0.2,0.3
FLIR2947,0.4,0.4
FLIR2949,0.3,0.3
FLIR2951,0.4,0.4
FLIR2953,0.4,0.4
FLIR2955,0.3,0.2
FLIR2957,0.4,0.4
FLIR2959,0.2,0.2
FLIR2961,0.4,0.2
FLIR2963,0.4,0.2
FLIR2965,0.2,0.2
FLIR2967,0.4,0.2
FLIR2969,0.3,0.4
FLIR2971,0.3,0.2
FLIR2973,0.3,0.2
FLIR2975,0.3,0.3
FLIR2977,0.3,0.3
FLIR2979,0.5,0.4
FLIR2981,0.3,0.3
FLIR2983,0.4,0.4
FLIR2985,0.3,0.2
FLIR2987,0.3,0.3
FLIR2989,0.3,0.3
FLIR2991,0.4,0.5
FLIR2993,0.3,0.3
FLIR2995,0.2,0.4
FLIR2997,0.3,0.2
FLIR2999,0.4,0.3
FLIR3001,0.4,0.2
FLIR3003,0.4,0.2
FLIR3005,0.2,0.2
FLIR3007,0.4,0.4
FLIR3009,0.4,0.3
FLIR3011,0.3,0.2
FLIR3013,0.3,0.3
FLIR3015,0.2,0.2
FLIR3017,0.2,0.3
FLIR3019,0.2,0.2
FLIR3021,0.3,0.3
FLIR3023,0.2,0.2
FLIR3025,0.2,0.2
FLIR3027,0.3,0.2
FLIR3029,0.3,0.4
FLIR3031,0.3,0.2
FLIR3033,0.4,0.2
FLIR3035,0.4,0.2
FLIR3037,0.4,0.4
FLIR3039,0.4,0.4
FLIR3041,0.5,0.4
FLIR3043,0.3,0.4
FLIR3045,0.2,0.2
FLIR3047,0.4,0.2
FLIR3049,0.3,0.2
FLIR3051,0.2,0.2
FLIR3053,0.4,0.3
FLIR3055,0.4,0.2
FLIR3057,0.3,0.3
FLIR3059,0.4,0.3
FLIR3061,0.2,0.3
FLIR3063,0.2,0.2
FLIR3065,0.4,0.2
FLIR3067,0.5,0.6
FLIR3069,0.4,0.3
FLIR3071,0.3,0.3
FLIR3073,0.3,0.2
FLIR3075,0.3,0.3
FLIR3077,0.4,0.3
FLIR3079,0.4,0.4
FLIR3081,0.4,0.2
FLIR3083,0.3,0.2
FLIR3085,0.3,0.3
FLIR3087,0.4,0.3
FLIR3089,0.3,0.3
FLIR3091,0.3,0.4
FLIR3093,0.4,0.2
FLIR3095,0.3,0.3
FLIR3097,0.4,0.4
FLIR3099,0.5,0.3
FLIR3101,0.3,0.3
FLIR3103,0.3,0.3
FLIR3105,0.4,0.3
FLIR3107,0.4,0.2
FLIR3109,0.4,0.2
FLIR3111,0.3,0.3
FLIR3113,0.3,0.3
FLIR3115,0.3,0.2
FLIR3117,0.3,0.3
FLIR3119,0.2,0.2
FLIR3121,0.2,0.2
FLIR3123,0.3,0.2
FLIR3125,0.3,0.2
FLIR3127,0.3,0.2
FLIR3129,0.4,0.2
FLIR3131,0.4,0.4
FLIR3133,0.4,0.4
FLIR3135,0.4,0.2
FLIR3137,0.3,0.3
FLIR3139,0.2,0.3
FLIR3141,0.2,0.4
FLIR3143,0.2,0.4
FLIR3145,0.2,0.3
FLIR3147,0.4,0.3
FLIR3149,0.4,0.4
FLIR3151,0.4,0.4
FLIR3153,0.4,0.3
FLIR3155,0.3,0.2
FLIR3157,0.3,0.3
FLIR3159,0.3,0.2
FLIR3161,0.3,0.4
FLIR3163,0.3,0.2
FLIR3165,0.2,0.3
FLIR3167,0.2,0.2
FLIR3169,0.2,0.2
FLIR3171,0.4,0.3
FLIR3173,0.3,0.2
FLIR3175,0.3,0.2
FLIR3177,0.3,0.4
FLIR3179,0.3,0.4
FLIR3181,0.3,0.4
FLIR3183,0.4,0.3
FLIR3185,0.2,0.3
